Action,Item,Open Rate,Open Time,Close Rate,Close Time,Net Profit,Profile
Buy,DJ30,34562.15,2021-07-01T12:48:56.963Z,34601.0,2021-07-01T19:05:54.37Z,2.248,fijnje
Buy,DJ30,34541.2,2021-07-01T13:43:07.383Z,34601.5,2021-07-01T19:05:51.647Z,3.49,fijnje
Buy,NASDAQ100,14544.3,2021-07-01T12:49:27.903Z,14551.05,2021-07-01T19:05:46.507Z,0.93,fijnje
Buy,NASDAQ100,14594.2,2021-06-30T04:44:13.377Z,14590.9,2021-07-01T07:56:29.167Z,-0.45,fijnje
Buy,NASDAQ100,14593.9,2021-06-30T05:00:23.653Z,14591.0,2021-07-01T07:56:26.357Z,-0.395,fijnje
Buy,SPX500,4298.53,2021-06-29T14:48:58.727Z,4299.56,2021-06-30T19:46:15.32Z,0.48,fijnje
Buy,DJ30,34484.1,2021-06-30T19:15:20.99Z,34509.5,2021-06-30T19:46:12.987Z,1.474,fijnje
Buy,SPX500,4296.33,2021-06-29T15:12:32.957Z,4299.31,2021-06-30T19:46:10.58Z,1.385,fijnje
Buy,SPX500,4295.41,2021-06-29T18:14:26.243Z,4299.31,2021-06-30T19:46:08.727Z,1.815,fijnje
Buy,DJ30,34461.75,2021-06-28T04:35:55.143Z,34504.5,2021-06-30T19:46:06.66Z,2.4818,fijnje
Buy,DJ30,34409.6,2021-06-29T14:49:06.547Z,34503.5,2021-06-30T19:46:03.767Z,5.46,fijnje
Buy,NASDAQ100,14567.4,2021-06-30T13:25:57.52Z,14567.85,2021-06-30T19:45:41.53Z,0.06,fijnje
Buy,SPX500,4286.24,2021-06-30T13:25:53.047Z,4290.79,2021-06-30T14:02:17.25Z,2.125,fijnje
Buy,DJ30,34214.45,2021-06-30T13:26:02.153Z,34370.9,2021-06-30T14:02:05.093Z,9.145,fijnje
Buy,DJ30,34360.6,2021-06-29T16:12:45.12Z,34369.4,2021-06-30T14:02:02.85Z,0.51,fijnje
Buy,SPX500,4285.34,2021-06-30T09:50:06.93Z,4285.24,2021-06-30T13:23:52.267Z,-0.045,fijnje
Buy,DJ30,34210.45,2021-06-30T09:50:18.213Z,34213.45,2021-06-30T13:23:38.697Z,0.175,fijnje
Buy,NASDAQ100,14554.8,2021-06-30T09:50:12.96Z,14567.1,2021-06-30T13:23:27.577Z,1.69,fijnje
Buy,NASDAQ100,14567.95,2021-06-29T18:22:23.71Z,14583.1,2021-06-29T20:07:37.42Z,2.08,fijnje
Buy,NASDAQ100,14557.75,2021-06-29T17:43:16.377Z,14583.0,2021-06-29T20:07:33.1Z,3.47,fijnje
Buy,NASDAQ100,14538.15,2021-06-29T14:52:41.737Z,14553.25,2021-06-29T16:27:10.8Z,2.075,fijnje
Buy,NASDAQ100,14527.85,2021-06-29T15:02:18.987Z,14551.65,2021-06-29T16:27:08.773Z,3.275,fijnje
Buy,NASDAQ100,14509.45,2021-06-29T15:11:45.77Z,14522.35,2021-06-29T15:39:43.68Z,1.78,fijnje
Buy,NASDAQ100,14492.8,2021-06-29T05:28:19.57Z,14498.7,2021-06-29T12:23:57.77Z,0.815,fijnje
Buy,DJ30,34334.8,2021-06-28T13:40:27.91Z,34379.45,2021-06-29T12:23:55.287Z,2.6,fijnje
Buy,SPX500,4285.35,2021-06-29T05:28:00.34Z,4291.5,2021-06-29T12:23:52.707Z,2.87,fijnje
Buy,DJ30,34270.45,2021-06-29T05:27:27.79Z,34378.45,2021-06-29T12:23:49.877Z,6.305,fijnje
Buy,SPX500,4287.43,2021-06-28T13:30:19.203Z,4289.05,2021-06-28T20:00:50.73Z,0.755,fijnje
Buy,DJ30,34236.0,2021-06-28T16:35:01.86Z,34263.0,2021-06-28T19:47:08.233Z,1.575,fijnje
Buy,SPX500,4279.72,2021-06-28T16:35:18.437Z,4285.53,2021-06-28T19:16:28.05Z,2.715,fijnje
Buy,NASDAQ100,14491.65,2021-06-28T14:52:44.063Z,14505.35,2021-06-28T19:16:23.387Z,1.89,fijnje
Buy,NASDAQ100,14450.85,2021-06-28T13:34:56.233Z,14473.05,2021-06-28T14:11:29.677Z,3.07,fijnje
Buy,NASDAQ100,14449.85,2021-06-28T13:53:39.903Z,14472.95,2021-06-28T14:11:26.927Z,3.195,fijnje
Buy,SPX500,4278.43,2021-06-28T13:51:29.827Z,4280.47,2021-06-28T14:10:59.157Z,0.955,fijnje
Buy,DJ30,34290.8,2021-06-28T13:50:22.437Z,34302.8,2021-06-28T14:10:55.613Z,0.7,fijnje
Buy,SPX500,4280.23,2021-06-28T13:44:49.553Z,4280.34,2021-06-28T14:10:47.89Z,0.05,fijnje
Buy,DJ30,34412.8,2021-06-28T13:32:50.543Z,34412.8,2021-06-28T13:33:52.62Z,0.0,fijnje
Buy,NASDAQ100,14408.85,2021-06-28T13:30:27.593Z,14434.55,2021-06-28T13:31:23.67Z,3.565,fijnje
Buy,SPX500,4283.38,2021-06-28T04:35:44.13Z,4287.08,2021-06-28T13:29:01.573Z,1.7272,fijnje
Buy,NASDAQ100,14385.2,2021-06-25T04:00:49.113Z,14397.8,2021-06-28T13:28:58.893Z,1.75,fijnje
Buy,NASDAQ100,14364.4,2021-06-28T04:36:23.463Z,14398.2,2021-06-28T13:28:56.403Z,4.705,fijnje
Buy,DJ30,34461.8,2021-06-25T19:23:13.2Z,34447.3,2021-06-25T19:29:44.563Z,-0.84,fijnje
Buy,SPX500,4282.33,2021-06-25T19:23:23.1Z,4281.68,2021-06-25T19:29:40.067Z,-0.305,fijnje
Buy,SPX500,4279.89,2021-06-25T15:34:51.44Z,4281.33,2021-06-25T19:21:41.417Z,0.675,fijnje
Buy,DJ30,34429.0,2021-06-25T15:34:56.69Z,34452.3,2021-06-25T19:21:37.273Z,1.355,fijnje
Buy,NASDAQ100,14362.55,2021-06-25T15:25:11.62Z,14366.15,2021-06-25T15:31:38.3Z,0.5,fijnje
Buy,SPX500,4271.33,2021-06-25T04:54:26.823Z,4277.89,2021-06-25T15:31:34.023Z,3.07,fijnje
Buy,DJ30,34328.55,2021-06-25T04:52:57.903Z,34426.0,2021-06-25T15:31:29.12Z,5.675,fijnje
Buy,NASDAQ100,14356.65,2021-06-25T15:19:15.58Z,14364.55,2021-06-25T15:21:09.087Z,1.1,fijnje
Buy,NASDAQ100,14365.05,2021-06-25T14:55:32.683Z,14365.45,2021-06-25T15:14:42.697Z,0.055,fijnje
Buy,NASDAQ100,14371.3,2021-06-25T04:55:08.95Z,14375.65,2021-06-25T14:33:42.603Z,0.605,fijnje
Buy,SPX500,4269.15,2021-06-24T20:30:04.94Z,4272.83,2021-06-25T04:18:20.457Z,1.725,fijnje
Buy,DJ30,34254.05,2021-06-24T20:30:17.827Z,34339.55,2021-06-25T04:18:13.647Z,4.99,fijnje
Buy,DJ30,33974.25,2021-06-24T03:40:26.96Z,34047.75,2021-06-24T09:43:41.667Z,4.325,fijnje
Buy,SPX500,4251.54,2021-06-23T14:04:16.577Z,4261.56,2021-06-24T09:43:39.027Z,4.715,fijnje
Buy,NASDAQ100,14305.65,2021-06-23T14:04:21.843Z,14358.3,2021-06-24T09:43:36.317Z,7.36,fijnje
Buy,NASDAQ100,14270.35,2021-06-23T15:12:25.203Z,14283.15,2021-06-23T19:44:52.92Z,1.795,fijnje
Buy,SPX500,4246.49,2021-06-23T15:12:31.563Z,4248.85,2021-06-23T19:44:45.807Z,1.11,fijnje
Buy,DJ30,33916.9,2021-06-23T15:12:41.153Z,33931.3,2021-06-23T19:44:41.12Z,0.85,fijnje
Buy,DJ30,33926.5,2021-06-23T14:04:26.867Z,33964.9,2021-06-23T14:58:10.52Z,2.265,fijnje
Buy,DocuSign Inc,280.14,2020-09-02T13:34:41.4Z,278.5,2021-06-22T19:25:32.77Z,-0.59,fijnje
Buy,NASDAQ100,14127.95,2021-06-18T14:39:55.523Z,14103.65,2021-06-21T15:00:03.117Z,-2.2933,fijnje
Buy,NASDAQ100,14050.35,2021-06-21T14:17:30.167Z,14072.85,2021-06-21T14:33:02.023Z,3.205,fijnje
Buy,SPX500,4202.85,2021-06-21T14:09:04.217Z,4209.91,2021-06-21T14:32:59.367Z,3.36,fijnje
Buy,DJ30,33716.4,2021-06-21T14:08:27.83Z,33746.7,2021-06-21T14:17:46.81Z,1.795,fijnje
Buy,SPX500,4196.01,2021-06-18T13:18:45.78Z,4198.1,2021-06-21T14:04:17.227Z,0.995,fijnje
Buy,DJ30,33638.9,2021-06-21T14:01:02.43Z,33665.4,2021-06-21T14:04:13.737Z,1.575,fijnje
Buy,DJ30,33599.4,2021-06-21T13:50:25.013Z,33618.9,2021-06-21T14:00:12.513Z,1.16,fijnje
Buy,SPX500,4189.61,2021-06-18T13:33:16.673Z,4193.6,2021-06-21T14:00:06.793Z,1.905,fijnje
Buy,NASDAQ100,13994.95,2021-06-21T13:50:59.79Z,14062.95,2021-06-21T13:59:55.257Z,9.72,fijnje
Buy,DJ30,33545.35,2021-06-18T13:18:55.927Z,33554.9,2021-06-21T13:40:32.34Z,0.57,fijnje
Buy,NASDAQ100,14125.05,2021-06-18T14:40:23.887Z,14125.8,2021-06-21T09:53:31.867Z,0.084,fijnje
Buy,NASDAQ100,14118.95,2021-06-18T14:42:07.907Z,14121.1,2021-06-21T09:25:50.073Z,0.305,fijnje
Buy,SPX500,4185.01,2021-06-18T14:16:06.433Z,4186.25,2021-06-21T09:25:37.947Z,0.4327,fijnje
Buy,SPX500,4179.56,2021-06-18T15:35:04.293Z,4186.25,2021-06-21T09:25:34.98Z,2.3272,fijnje
Buy,DJ30,33473.8,2021-06-18T13:32:34.42Z,33491.95,2021-06-21T09:25:29.37Z,0.789,fijnje
Buy,DJ30,33404.3,2021-06-18T13:57:25.813Z,33492.95,2021-06-21T09:25:25.94Z,4.248,fijnje
Buy,NASDAQ100,14093.25,2021-06-18T14:51:08.78Z,14099.6,2021-06-21T07:57:57.41Z,0.9,fijnje
Buy,NASDAQ100,14046.15,2021-06-18T15:35:23.597Z,14048.9,2021-06-18T20:10:15.253Z,0.39,fijnje
Buy,DJ30,33357.3,2021-06-18T14:43:50.34Z,33396.3,2021-06-18T15:36:06.387Z,2.34,fijnje
Buy,SPX500,4180.76,2021-06-18T14:26:27.07Z,4184.51,2021-06-18T14:38:05.51Z,1.795,fijnje
Buy,NASDAQ100,14109.75,2021-06-18T14:18:08.513Z,14119.55,2021-06-18T14:37:59.607Z,1.39,fijnje
Buy,NASDAQ100,14106.65,2021-06-18T14:27:20.267Z,14120.85,2021-06-18T14:37:57.233Z,2.015,fijnje
Buy,NASDAQ100,14100.05,2021-06-18T14:11:13.34Z,14123.05,2021-06-18T14:37:53.91Z,3.26,fijnje
Buy,SPX500,4179.56,2021-06-18T14:21:19.923Z,4181.96,2021-06-18T14:23:23.73Z,1.15,fijnje
Buy,SPX500,4182.61,2021-06-18T13:56:40.287Z,4186.51,2021-06-18T14:10:12.643Z,1.865,fijnje
Buy,NASDAQ100,14102.85,2021-06-18T13:35:13.16Z,14119.65,2021-06-18T14:10:07.78Z,2.385,fijnje
Buy,NASDAQ100,14109.15,2021-06-18T13:34:57.857Z,14115.95,2021-06-18T14:10:05.77Z,0.965,fijnje
Buy,NASDAQ100,14088.65,2021-06-18T13:56:29.923Z,14116.45,2021-06-18T14:10:02.92Z,3.945,fijnje
Buy,NASDAQ100,14101.1,2021-06-18T13:18:51.083Z,14110.65,2021-06-18T13:34:41.67Z,1.355,fijnje
Buy,NASDAQ100,14067.65,2021-06-18T13:33:06.817Z,14110.95,2021-06-18T13:34:39.227Z,6.155,fijnje
Buy,NASDAQ100,13903.05,2021-06-16T18:22:57.813Z,13974.5,2021-06-16T20:09:18.22Z,8.224,fijnje
Buy,SPX500,4212.5,2021-06-16T18:22:52.723Z,4224.25,2021-06-16T20:09:13.517Z,5.58,fijnje
Buy,DJ30,33993.0,2021-06-16T18:23:03.303Z,34035.45,2021-06-16T20:09:06.95Z,2.495,fijnje
Buy,NASDAQ100,13959.25,2021-06-11T15:44:07.117Z,13987.4,2021-06-11T20:02:04.4Z,4.035,fijnje
Buy,DJ30,34428.2,2021-06-11T15:43:47.087Z,34446.05,2021-06-11T20:01:59.15Z,1.035,fijnje
Buy,DJ30,34375.7,2021-06-11T16:13:57.63Z,34446.05,2021-06-11T20:01:57.157Z,4.095,fijnje
Buy,SPX500,4238.17,2021-06-11T15:43:38.35Z,4244.28,2021-06-11T20:01:52.23Z,2.885,fijnje
Buy,NASDAQ100,14040.75,2021-04-29T13:40:39.263Z,13953.55,2021-06-10T19:53:10.197Z,-9.0327,fijnje
Buy,NASDAQ100,13859.75,2021-06-09T16:36:56.447Z,13911.45,2021-06-10T13:40:52.61Z,7.46,fijnje
Buy,SPX500,4231.68,2021-06-09T16:36:51.433Z,4246.91,2021-06-10T13:40:49.457Z,7.2,fijnje
Buy,DJ30,34548.5,2021-06-09T16:37:23.64Z,34728.2,2021-06-10T13:40:47.187Z,10.405,fijnje
Buy,NASDAQ100,13829.35,2021-06-09T19:32:11.233Z,13915.55,2021-06-10T13:40:44.813Z,12.465,fijnje
Buy,SPX500,4224.39,2021-06-09T19:31:54.577Z,4247.41,2021-06-10T13:40:42.543Z,10.9,fijnje
Buy,DJ30,34484.7,2021-06-09T19:32:06.27Z,34731.2,2021-06-10T13:40:40.043Z,14.295,fijnje
Buy,NASDAQ100,13936.95,2021-04-30T14:41:05.07Z,13915.05,2021-06-10T13:40:37.033Z,-2.516,fijnje
Buy,NASDAQ100,13837.05,2021-06-08T14:06:53.087Z,13870.75,2021-06-09T13:57:56.327Z,4.87,fijnje
Buy,DJ30,34585.3,2021-06-08T14:06:43.183Z,34637.6,2021-06-08T19:26:30.06Z,3.025,fijnje
Buy,DJ30,34519.9,2021-06-08T15:35:15.663Z,34636.1,2021-06-08T19:26:27.353Z,6.73,fijnje
Buy,SPX500,4224.49,2021-06-08T14:06:48.17Z,4230.26,2021-06-08T19:26:23Z,2.73,fijnje
Buy,SPX500,4217.0,2021-06-08T15:35:00.49Z,4230.26,2021-06-08T19:26:20.41Z,6.29,fijnje
Buy,NASDAQ100,13772.05,2021-06-08T15:35:31.857Z,13815.25,2021-06-08T19:26:13.97Z,6.275,fijnje
Buy,DJ30,34609.75,2021-06-08T04:48:00.707Z,34619.75,2021-06-08T12:52:54.65Z,0.58,fijnje
Buy,SPX500,4229.84,2021-06-08T04:48:07.597Z,4233.79,2021-06-08T12:52:51.913Z,1.87,fijnje
Buy,NASDAQ100,13834.4,2021-06-08T04:49:43.437Z,13873.1,2021-06-08T12:52:49.057Z,5.595,fijnje
Buy,NASDAQ100,13815.7,2021-05-07T12:44:33.143Z,13798.95,2021-06-07T19:56:51.837Z,-2.425,fijnje
Buy,SPX500,4224.43,2021-06-07T19:04:55.57Z,4225.78,2021-06-07T19:55:54.18Z,0.64,fijnje
Buy,NASDAQ100,13794.65,2021-06-07T19:50:07.81Z,13795.55,2021-06-07T19:55:51.98Z,0.13,fijnje
Buy,DJ30,34626.0,2021-06-07T19:05:34.243Z,34627.8,2021-06-07T19:55:44.41Z,0.105,fijnje
Buy,NASDAQ100,13782.95,2021-06-07T19:04:50.43Z,13787.45,2021-06-07T19:37:23.21Z,0.655,fijnje
Buy,DJ30,34592.5,2021-06-07T18:07:06.337Z,34609.0,2021-06-07T19:02:59.3Z,0.955,fijnje
Buy,SPX500,4216.93,2021-06-07T18:06:49.963Z,4222.48,2021-06-07T19:02:54.047Z,2.63,fijnje
Buy,NASDAQ100,13736.85,2021-06-07T18:08:05.943Z,13775.65,2021-06-07T19:02:45.153Z,5.65,fijnje
Buy,Biogen Inc,344.28,2020-11-04T20:18:24.53Z,413.94,2021-06-07T18:03:49.383Z,20.23,fijnje
Buy,NASDAQ100,13768.25,2021-06-04T19:22:40.653Z,13769.35,2021-06-04T19:47:50.63Z,0.16,fijnje
Buy,SPX500,4238.07,2021-05-10T06:19:21.677Z,4230.86,2021-06-04T19:47:45.677Z,-3.4,fijnje
Buy,SPX500,4234.4,2021-05-10T16:26:59.333Z,4230.86,2021-06-04T19:47:38.44Z,-1.67,fijnje
Buy,SPX500,4229.11,2021-06-04T19:18:55.653Z,4230.61,2021-06-04T19:47:36.11Z,0.71,fijnje
Buy,DJ30,34742.5,2021-06-04T19:18:45.803Z,34751.2,2021-06-04T19:47:31.383Z,0.5,fijnje
Buy,NASDAQ100,13777.35,2021-06-04T17:57:24.113Z,13772.45,2021-06-04T19:07:06.99Z,-0.71,fijnje
Buy,SPX500,4226.71,2021-06-04T17:57:50.05Z,4228.86,2021-06-04T18:59:31.88Z,1.015,fijnje
Buy,DJ30,34712.7,2021-06-04T17:56:53.893Z,34747.5,2021-06-04T18:59:26.807Z,2.005,fijnje
Buy,NASDAQ100,13782.55,2021-05-07T15:02:05.433Z,13780.05,2021-06-04T18:08:16.363Z,-0.365,fijnje
Buy,SPX500,4222.61,2021-06-04T16:51:13.217Z,4225.71,2021-06-04T17:56:15.703Z,1.47,fijnje
Buy,DJ30,34697.7,2021-06-04T16:54:30.133Z,34709.2,2021-06-04T17:56:11.04Z,0.665,fijnje
Buy,NASDAQ100,13762.55,2021-06-04T16:50:45.16Z,13773.45,2021-06-04T17:55:59.553Z,1.585,fijnje
Buy,DJ30,34663.8,2021-06-01T15:50:58.06Z,34682.7,2021-06-04T14:17:36.54Z,0.9688,fijnje
Buy,NASDAQ100,13702.95,2021-06-02T14:30:12.31Z,13741.95,2021-06-04T14:17:30.47Z,4.552,fijnje
Buy,SPX500,4208.55,2021-06-01T18:56:34.037Z,4216.72,2021-06-04T13:48:36.89Z,3.4533,fijnje
Buy,DJ30,34615.5,2021-06-01T19:01:16.53Z,34664.2,2021-06-04T13:48:31.47Z,2.5022,fijnje
Buy,NASDAQ100,13734.75,2021-05-28T13:40:32.833Z,13746.8,2021-06-01T09:32:44.23Z,1.755,fijnje
Buy,DJ30,34684.75,2021-06-01T07:54:53.697Z,34702.25,2021-06-01T08:03:23.833Z,1.009,fijnje
Buy,DJ30,34640.45,2021-05-28T05:10:51.663Z,34681.25,2021-06-01T07:55:37.48Z,2.355,fijnje
Buy,SPX500,4217.28,2021-05-28T05:10:39.973Z,4218.33,2021-06-01T07:55:04.18Z,0.5,fijnje
Buy,SPX500,4214.43,2021-05-28T05:22:32.043Z,4218.33,2021-06-01T07:55:00.43Z,1.85,fijnje
Buy,DJ30,34620.95,2021-05-28T05:22:06.243Z,34679.25,2021-06-01T07:54:51.707Z,3.37,fijnje
Buy,DJ30,34582.1,2021-05-28T13:41:27.787Z,34679.75,2021-06-01T07:54:49.037Z,5.645,fijnje
Buy,DJ30,34578.45,2021-05-27T20:35:11.733Z,34574.45,2021-05-27T20:36:13.773Z,-0.23,fijnje
Buy,SPX500,4210.22,2021-05-27T16:22:00.847Z,4210.55,2021-05-27T20:33:45.387Z,0.155,fijnje
Buy,SPX500,4200.42,2021-05-27T18:29:04.7Z,4208.58,2021-05-27T20:10:41.577Z,3.885,fijnje
Buy,DJ30,34466.8,2021-05-27T16:18:35.807Z,34539.45,2021-05-27T20:10:34.55Z,4.215,fijnje
Buy,DJ30,34429.5,2021-05-27T18:29:17.18Z,34539.95,2021-05-27T20:10:32.257Z,6.415,fijnje
Buy,DJ30,34298.25,2021-05-27T06:24:30.253Z,34578.8,2021-05-27T13:38:46.637Z,16.36,fijnje
Buy,SPX500,4191.7,2021-05-27T06:21:27.22Z,4209.8,2021-05-27T13:38:39.937Z,8.635,fijnje
Buy,SPX500,4212.75,2021-05-10T18:26:00.23Z,4215.12,2021-05-25T06:18:18.64Z,1.125,fijnje
Buy,DJ30,34373.7,2021-05-24T13:31:48.527Z,34374.7,2021-05-24T14:04:34.357Z,0.06,fijnje
Buy,SPX500,4165.12,2021-05-21T17:51:06.59Z,4166.15,2021-05-24T06:02:36.797Z,0.495,fijnje
Buy,DJ30,34231.1,2021-05-21T17:42:26.207Z,34260.1,2021-05-21T19:38:00.977Z,1.695,fijnje
Buy,DJ30,34335.25,2021-05-18T13:26:48.627Z,34390.4,2021-05-21T13:39:20.193Z,3.21,fijnje
Buy,DJ30,34257.5,2021-05-18T14:16:06.2Z,34394.4,2021-05-21T13:39:16.64Z,7.99,fijnje
Buy,SPX500,4165.67,2021-05-18T13:26:43.247Z,4168.06,2021-05-20T15:51:00.52Z,0.7633,fijnje
Buy,SPX500,4161.76,2021-05-18T14:17:00.153Z,4162.81,2021-05-20T15:42:11.58Z,0.3366,fijnje
Buy,NASDAQ100,13351.8,2021-05-18T13:27:05.03Z,13406.65,2021-05-20T14:15:35.95Z,5.4766,fijnje
Buy,SPX500,4154.08,2021-05-17T16:17:13.257Z,4160.03,2021-05-17T19:50:20.993Z,2.865,fijnje
Buy,DJ30,34256.3,2021-05-17T16:16:52.417Z,34315.9,2021-05-17T19:50:16.017Z,3.48,fijnje
Buy,NASDAQ100,13282.45,2021-05-17T19:05:46.18Z,13285.35,2021-05-17T19:50:07.74Z,0.435,fijnje
Buy,DJ30,34313.05,2021-05-12T00:16:42.02Z,34438.95,2021-05-14T18:55:47.59Z,7.34,fijnje
Buy,NASDAQ100,13359.0,2021-05-12T00:16:36.153Z,13426.65,2021-05-14T18:55:45.29Z,8.104,fijnje
Buy,DJ30,34285.85,2021-05-11T16:15:53.697Z,34438.45,2021-05-14T18:55:42.577Z,8.9,fijnje
Buy,SPX500,4156.31,2021-05-12T00:16:29.93Z,4181.86,2021-05-14T18:55:39.413Z,12.295,fijnje
Buy,SPX500,4152.75,2021-05-14T13:56:32.43Z,4182.11,2021-05-14T18:55:36.487Z,14.14,fijnje
Buy,NASDAQ100,13285.8,2021-05-12T01:04:31.917Z,13429.95,2021-05-14T18:55:33.873Z,21.7,fijnje
Buy,SPX500,4135.66,2021-05-12T01:04:24.167Z,4140.2,2021-05-14T12:01:03.823Z,2.195,fijnje
Buy,DJ30,34138.55,2021-05-12T01:04:37.29Z,34190.75,2021-05-14T12:00:55.203Z,3.06,fijnje
Buy,NASDAQ100,14058.4,2021-04-29T13:23:56.46Z,13119.9,2021-05-12T12:30:40.407Z,-72.8254,fijnje
Buy,DJ30,34919.15,2021-05-10T18:25:00.12Z,34046.15,2021-05-12T03:48:07.46Z,-50.0,fijnje
Buy,NASDAQ100,13323.65,2021-05-11T16:16:49.667Z,13344.6,2021-05-11T20:03:08.043Z,3.145,fijnje
Buy,DJ30,34149.65,2021-05-11T17:00:51.37Z,34272.55,2021-05-11T20:03:03.583Z,7.2,fijnje
Buy,SPX500,4152.47,2021-05-11T16:16:16.73Z,4152.81,2021-05-11T20:02:58.737Z,0.165,fijnje
Buy,SPX500,4135.75,2021-05-11T17:01:43.473Z,4153.68,2021-05-11T20:02:56.29Z,8.67,fijnje
Buy,DJ30,34873.25,2021-05-10T06:19:27.413Z,34995.25,2021-05-10T13:58:34.92Z,6.995,fijnje
Buy,DJ30,34699.65,2021-05-07T14:58:45.653Z,34762.25,2021-05-07T19:48:46.477Z,3.61,fijnje
Buy,SPX500,4231.25,2021-05-07T14:58:34.603Z,4232.21,2021-05-07T19:48:41.5Z,0.455,fijnje
Buy,NASDAQ100,13777.85,2021-05-07T14:59:05.01Z,13779.15,2021-05-07T15:01:23.573Z,0.19,fijnje
Buy,DJ30,34530.75,2021-05-07T13:37:01.45Z,34692.15,2021-05-07T14:25:53.467Z,9.35,fijnje
Buy,SPX500,4208.48,2021-05-07T13:35:33.863Z,4232.3,2021-05-07T14:25:51.517Z,11.32,fijnje
Buy,NASDAQ100,13728.05,2021-05-07T13:55:36.87Z,13748.55,2021-05-07T14:06:53.547Z,2.985,fijnje
Buy,DJ30,34514.75,2021-05-07T12:35:50.34Z,34513.35,2021-05-07T13:00:45.067Z,-0.08,fijnje
Buy,DJ30,34505.75,2021-05-07T12:45:37.827Z,34514.85,2021-05-07T13:00:42.427Z,0.525,fijnje
Buy,SPX500,4215.08,2021-05-07T12:48:37.59Z,4214.33,2021-05-07T13:00:36.883Z,-0.355,fijnje
Buy,SPX500,4212.18,2021-05-07T12:36:04.04Z,4214.08,2021-05-07T13:00:31.523Z,0.9,fijnje
Buy,NASDAQ100,13788.1,2021-05-07T12:39:32.64Z,13794.3,2021-05-07T12:43:35.88Z,0.9,fijnje
Buy,NASDAQ100,13821.05,2021-05-03T15:42:12.66Z,13806.4,2021-05-07T12:33:23.233Z,-1.696,fijnje
Buy,SPX500,4215.91,2021-04-29T13:23:50.393Z,4213.43,2021-05-07T12:32:08.27Z,-1.1766,fijnje
Buy,NASDAQ100,13630.2,2021-05-07T08:43:59.727Z,13644.4,2021-05-07T11:00:03.95Z,2.085,fijnje
Buy,SPX500,4205.38,2021-05-07T08:41:47.47Z,4210.28,2021-05-07T10:59:59.673Z,2.33,fijnje
Buy,DJ30,34567.25,2021-05-07T08:41:52.773Z,34619.25,2021-05-07T10:59:54.307Z,3.01,fijnje
Buy,NASDAQ100,13662.25,2021-05-05T13:45:07.15Z,13654.5,2021-05-07T01:15:17.163Z,-1.135,fijnje
Buy,SPX500,4198.94,2021-05-03T15:43:09.863Z,4193.14,2021-05-06T19:51:05.227Z,-2.765,fijnje
Buy,DJ30,34372.85,2021-05-06T18:09:47.59Z,34443.45,2021-05-06T19:39:24.24Z,4.11,fijnje
Buy,SPX500,4176.68,2021-05-06T18:10:50.123Z,4186.64,2021-05-06T19:39:17.82Z,4.77,fijnje
Buy,SPX500,4184.69,2021-05-05T16:32:22.917Z,4186.64,2021-05-06T19:39:14.727Z,0.93,fijnje
Buy,DJ30,34383.35,2021-05-06T17:25:59.07Z,34388.85,2021-05-06T17:52:32.2Z,0.32,fijnje
Buy,DJ30,34288.85,2021-05-06T14:35:43.417Z,34430.85,2021-05-06T15:48:06.453Z,8.285,fijnje
Buy,DJ30,34277.85,2021-05-05T16:30:43.69Z,34428.85,2021-05-06T15:48:02.41Z,8.81,fijnje
Buy,SPX500,4180.81,2021-05-05T13:45:24.68Z,4184.34,2021-05-05T16:17:46.373Z,1.69,fijnje
Buy,DJ30,34248.35,2021-05-05T13:10:45.207Z,34262.35,2021-05-05T16:17:41.813Z,0.82,fijnje
Buy,DJ30,34168.35,2021-05-05T13:45:41.993Z,34262.35,2021-05-05T16:17:39.04Z,5.5,fijnje
Buy,NASDAQ100,13658.95,2021-05-05T13:31:08.033Z,13652.85,2021-05-05T13:35:14.13Z,-0.895,fijnje
Buy,SPX500,4182.36,2021-05-05T13:33:17.133Z,4180.01,2021-05-05T13:34:59.867Z,-1.125,fijnje
Buy,NASDAQ100,13652.1,2021-05-05T13:11:37Z,13643.1,2021-05-05T13:26:25.997Z,-1.32,fijnje
Buy,DJ30,34193.35,2021-05-05T05:55:07.657Z,34225.85,2021-05-05T09:57:50.14Z,1.9,fijnje
Buy,SPX500,4173.11,2021-05-05T05:54:56.027Z,4180.76,2021-05-05T09:57:44.79Z,3.665,fijnje
Buy,NASDAQ100,13561.3,2021-05-05T05:55:01.64Z,13615.6,2021-05-05T09:57:39.377Z,8.01,fijnje
Buy,SPX500,4181.15,2021-05-04T01:53:20.163Z,4181.36,2021-05-05T09:38:16.163Z,0.1,fijnje
Buy,DJ30,34194.85,2021-05-03T15:23:06.91Z,34233.85,2021-05-05T01:59:04.1Z,2.28,fijnje
Buy,DJ30,34131.85,2021-05-04T20:39:57.663Z,34232.35,2021-05-05T01:59:00.987Z,5.89,fijnje
Buy,NASDAQ100,13537.1,2021-05-04T20:40:20.503Z,13583.3,2021-05-05T01:58:54.59Z,6.825,fijnje
Buy,SPX500,4177.05,2021-05-04T13:31:46.12Z,4179.06,2021-05-05T01:58:48.883Z,0.96,fijnje
Buy,SPX500,4164.98,2021-05-04T20:40:08.483Z,4179.06,2021-05-05T01:58:45.38Z,6.76,fijnje
Buy,SPX500,4142.75,2021-05-04T16:36:35.837Z,4164.16,2021-05-04T20:06:15.673Z,10.335,fijnje
